Month-Year ,Timestamp,Location,PM2.5,PM10,NO2,NH3,SO2,CO,O3,AQI ,Avg AQI monthly
,29/09/2021,Bengaluru - Silk Board,16.98,96.53,34.98,22.84,4.66,1.08,40.79,76,
,30/09/2021,Bengaluru - Silk Board,19.42,93.41,40.68,25.23,4.52,1.51,34.08,90,
Oct/21,01/10/2021,Bengaluru - Silk Board,12.75,50.89,57.67,11.95,4.55,0.55,34.08,73,69.26 
,02/10/2021,Bengaluru - Silk Board,13.5,45.5,29.82,12.45,4.51,0.41,34.96,59,
,03/10/2021,Bengaluru - Silk Board,9.63,22.68,28.57,11.44,4.49,0.51,28.14,32,
,04/10/2021,Bengaluru - Silk Board,8.08,29.54,25.79,10.31,4.36,0.38,35.37,,
,05/10/2021,Bengaluru - Silk Board,15.67,58.24,20.4,16.13,4.38,0.7,27.73,55,
,06/10/2021,Bengaluru - Silk Board,13.82,37.52,30.4,16.68,4.45,0.9,30.69,47,
,07/10/2021,Bengaluru - Silk Board,12.59,56.69,37.17,13.78,4.34,0.94,38.05,48,
,08/10/2021,Bengaluru - Silk Board,13.74,54.71,25.14,19.08,4.36,1.02,43.95,59,
,09/10/2021,Bengaluru - Silk Board,16.22,64.43,19.97,29.33,4.33,1.6,28.37,64,
,10/10/2021,Bengaluru - Silk Board,13,56.51,22.39,20.62,4.37,0.52,35.31,72,
,11/10/2021,Bengaluru - Silk Board,16.6,46.35,29.08,21.7,4.33,0.96,33.14,64,
,12/10/2021,Bengaluru - Silk Board,11.7,37.54,25.48,22.59,4.38,1,35.19,54,
,13/10/2021,Bengaluru - Silk Board,10.53,48.03,24.9,23.54,4.41,1.12,36.03,61,
,14/10/2021,Bengaluru - Silk Board,16.4,75.55,25.54,24.55,4.34,1.17,33.31,57,
,15/10/2021,Bengaluru - Silk Board,23.1,58.73,57.69,13.9,4.23,0.66,33.68,75,
,16/10/2021,Bengaluru - Silk Board,31.67,59.13,38.27,19.1,4.47,1.13,33.48,58,
,17/10/2021,Bengaluru - Silk Board,24.54,67.92,26.23,21.22,4.34,1.19,32.5,58,
,18/10/2021,Bengaluru - Silk Board,27.16,71.75,29.65,18.92,4.36,0.93,33.34,89,
,19/10/2021,Bengaluru - Silk Board,33.63,117.18,24.49,25.11,4.37,1.33,35.08,78,
,20/10/2021,Bengaluru - Silk Board,46.26,157.47,41.9,24.79,4.4,1.12,43.24,148,
,21/10/2021,Bengaluru - Silk Board,29.87,81.1,44.26,14.21,4.24,0.61,36.71,79,
,22/10/2021,Bengaluru - Silk Board,26.42,55.54,41.65,12.15,4.23,1.04,41.11,74,
,23/10/2021,Bengaluru - Silk Board,25.25,58.36,33.51,15.39,4.23,0.57,34.19,55,
,24/10/2021,Bengaluru - Silk Board,11.87,40.94,25.45,19.57,4.32,0.66,36.46,51,
,25/10/2021,Bengaluru - Silk Board,29.74,71.64,32.06,19.55,4.29,0.59,36.33,48,
,26/10/2021,Bengaluru - Silk Board,38.71,84.63,56.09,15.49,4.28,0.83,34.06,80,
,27/10/2021,Bengaluru - Silk Board,51.17,115.27,37.56,14.07,4.35,0.74,30.47,105,
,28/10/2021,Bengaluru - Silk Board,64.78,146.87,49.38,13.6,4.42,1.28,33.18,127,
Nov/21,02/11/2021,Bengaluru - Silk Board,19.56,42.81,27.77,18.1,4.81,0.5,41.29,,59.00 
,03/11/2021,Bengaluru - Silk Board,22.81,44.98,29.81,15.43,5.37,0.4,35.04,38,
,04/11/2021,Bengaluru - Silk Board,39.76,64.65,29.77,16.06,6.38,0.49,35.53,45,
,05/11/2021,Bengaluru - Silk Board,36.73,56.62,27,20.53,6.56,0.64,36.73,79,
,06/11/2021,Bengaluru - Silk Board,27.94,61.56,26.73,20.68,5.79,0.74,39.96,59,
,07/11/2021,Bengaluru - Silk Board,36.55,67,29.72,15.79,6.4,0.71,25.69,82,
,08/11/2021,Bengaluru - Silk Board,46.07,73.47,33.97,10.13,17.46,0.72,22.54,,
,10/11/2021,Bengaluru - Silk Board,45.39,110.48,17.23,20.87,5.83,1.2,34.42,,
,11/11/2021,Bengaluru - Silk Board,41.34,61.81,21.59,21.82,5.85,1.16,25.64,,
,12/11/2021,Bengaluru - Silk Board,23.9,38.14,28.02,24.68,5.87,1.49,23.63,84,
,13/11/2021,Bengaluru - Silk Board,13.56,24.97,55.9,6.82,5.85,0.63,20.66,83,
,14/11/2021,Bengaluru - Silk Board,14.88,43.86,31.77,6.61,5.69,0.98,23.77,40,
,15/11/2021,Bengaluru - Silk Board,16.95,49.32,29.61,7.36,5.72,0.9,29.2,45,
,16/11/2021,Bengaluru - Silk Board,16.09,49.88,34.95,1.87,5.83,1.48,33.92,56,
,17/11/2021,Bengaluru - Silk Board,10.66,28.26,33.41,2.88,5.69,0.63,25.99,,
,18/11/2021,Bengaluru - Silk Board,12.61,27.28,17.48,11.37,5.73,1.25,23.39,44,
,19/11/2021,Bengaluru - Silk Board,15.58,29.91,18.77,11.42,5.78,1.49,24.27,62,
,20/11/2021,Bengaluru - Silk Board,13.6,43.62,26.11,8.74,5.8,1.11,29.29,78,
,21/11/2021,Bengaluru - Silk Board,30.46,83.12,26.82,7.2,5.85,1.04,30.87,48,
,22/11/2021,Bengaluru - Silk Board,11.64,47.56,31.69,4.87,5.7,0.82,30.07,85,
,23/11/2021,Bengaluru - Silk Board,7.36,39.44,31.85,5.05,5.76,0.41,37.67,47,
,24/11/2021,Bengaluru - Silk Board,9.66,41.6,31.9,4.87,5.71,0.52,43.24,47,
,25/11/2021,Bengaluru - Silk Board,14.64,57.03,30.5,5.52,5.77,0.47,26.22,44,
,26/11/2021,Bengaluru - Silk Board,25.05,71.76,30.28,5.69,5.8,0.67,24.9,51,
,27/11/2021,Bengaluru - Silk Board,34.49,73.79,31.79,5.12,5.89,0.58,27.78,63,
,30/11/2021,Bengaluru - Silk Board,13.83,33.67,30.71,4.61,6.03,0.47,38.88,,
Dec/21,01/12/2021,Bengaluru - Silk Board,18.42,50.92,27.52,4.88,5.75,0.38,28.59,41,92.61 
,02/12/2021,Bengaluru - Silk Board,35.95,81.02,16.57,7.28,5.91,0.55,28.63,75,
,03/12/2021,Bengaluru - Silk Board,40.53,100.94,19.09,21.28,5.86,1.06,33.22,88,
,04/12/2021,Bengaluru - Silk Board,45.76,122.38,22.36,26.13,5.96,1.19,33,112,
,05/12/2021,Bengaluru - Silk Board,32.31,89.45,18.73,23.38,6,0.85,30.65,107,
,06/12/2021,Bengaluru - Silk Board,60.31,142.61,18.61,28.59,6.08,1.15,39.55,108,
,07/12/2021,Bengaluru - Silk Board,48.82,111.07,25.38,20.13,5.98,0.93,29.83,116,
,08/12/2021,Bengaluru - Silk Board,24.27,73.63,34.54,20.89,6.02,0.72,30.25,82,
,09/12/2021,Bengaluru - Silk Board,16.36,52.87,30.62,21.37,5.82,0.54,31.65,63,
,10/12/2021,Bengaluru - Silk Board,13.3,49.78,30.26,21.63,5.87,0.57,37.24,50,
,11/12/2021,Bengaluru - Silk Board,10.13,42.32,27.3,24.08,5.85,0.69,26,48,
,12/12/2021,Bengaluru - Silk Board,7.68,31.71,30.76,23.54,5.86,0.52,25.61,36,
,13/12/2021,Bengaluru - Silk Board,13.87,41.9,29.71,23.81,5.89,0.45,29.78,39,
,14/12/2021,Bengaluru - Silk Board,17.41,46.04,31.08,23.39,5.68,0.52,34.61,41,
,15/12/2021,Bengaluru - Silk Board,39.96,89.96,30.85,24.76,5.3,0.7,29.18,69,
,16/12/2021,Bengaluru - Silk Board,52.7,115.13,29,27.14,5.69,0.65,35.41,109,
,17/12/2021,Bengaluru - Silk Board,59.82,129.07,30.12,28.57,5.52,0.7,30.99,114,
,18/12/2021,Bengaluru - Silk Board,72.96,154.98,25.28,31.06,5.87,0.69,34.91,135,
,19/12/2021,Bengaluru - Silk Board,52.86,111.41,32.27,26.37,5.77,0.44,29.3,119,
,20/12/2021,Bengaluru - Silk Board,49.86,105.9,31.31,26.02,5.77,0.5,30.39,102,
,21/12/2021,Bengaluru - Silk Board,76.02,191.38,34.28,46.85,5.89,1.03,29.7,113,
,22/12/2021,Bengaluru - Silk Board,70.49,184.15,29.19,41.65,5.61,0.78,31.89,202,
,23/12/2021,Bengaluru - Silk Board,71.98,176.73,37.5,23.26,5.89,0.81,23.87,142,
,24/12/2021,Bengaluru - Silk Board,62.45,153.05,48.43,13.24,5.86,0.47,25.47,170,
,25/12/2021,Bengaluru - Silk Board,50.79,137.53,62.41,16,5.78,0.68,25.71,125,
,26/12/2021,Bengaluru - Silk Board,46.13,100.66,50.63,16.56,5.59,0.51,26.15,105,
,27/12/2021,Bengaluru - Silk Board,46.16,89.41,32.58,14.86,5.86,0.36,32.31,89,
,28/12/2021,Bengaluru - Silk Board,35.39,74,31.09,11.96,5.75,0.39,30.4,78,
,29/12/2021,Bengaluru - Silk Board,28.7,67.28,32.16,10.67,5.62,0.41,21.43,65,
,30/12/2021,Bengaluru - Silk Board,24.9,67.62,33.63,9.82,5.72,0.38,24.79,73,
,31/12/2021,Bengaluru - Silk Board,15.39,48.88,33.41,10.36,5.8,0.47,26.44,55,
Jan/22,01/01/2022,Bengaluru - Silk Board,13.9,37.4,30.3,10.23,5.52,0.32,33.17,41,73.66 
,02/01/2022,Bengaluru - Silk Board,14.2,32.03,25.53,10,5.56,0.28,18.89,34,
,03/01/2022,Bengaluru - Silk Board,28.2,68.09,38.66,11.09,5.65,0.4,27.36,50,
,04/01/2022,Bengaluru - Silk Board,41.85,84.31,37.09,9.59,5.64,0.41,27.03,84,
,05/01/2022,Bengaluru - Silk Board,48.42,98.14,42.34,9.85,5.7,0.48,24.79,90,
,06/01/2022,Bengaluru - Silk Board,33.49,77.74,30.55,10.15,5.61,0.39,30.62,87,
,07/01/2022,Bengaluru - Silk Board,29.69,72.35,30.1,10.78,5.75,0.39,27.91,73,
,08/01/2022,Bengaluru - Silk Board,31.69,69.38,27.16,10.63,5.6,0.38,25.13,67,
,09/01/2022,Bengaluru - Silk Board,29.85,62.42,28.16,10.11,5.45,0.34,26.51,69,
,10/01/2022,Bengaluru - Silk Board,31.2,76.42,35.36,11.23,5.84,0.4,27.43,71,
,11/01/2022,Bengaluru - Silk Board,20.94,63.45,33.33,11.53,5.78,0.4,25.6,66,
,12/01/2022,Bengaluru - Silk Board,37.91,88.82,40.9,11.33,5.86,0.64,22.45,75,
,13/01/2022,Bengaluru - Silk Board,37.54,109.56,51.71,10.92,5.73,0.78,30.65,84,
,14/01/2022,Bengaluru - Silk Board,40.24,134.83,52.07,12.99,5.65,0.94,37.53,125,
,15/01/2022,Bengaluru - Silk Board,34.03,104.52,43.58,14.29,5.72,0.57,34.56,109,
,16/01/2022,Bengaluru - Silk Board,19.6,43.54,21.37,13.57,5.59,0.29,25.27,68,
,17/01/2022,Bengaluru - Silk Board,15.18,71.25,28.25,11.34,5.57,0.35,25.3,45,
,18/01/2022,Bengaluru - Silk Board,21.62,81.17,35.74,11.07,5.71,0.4,30.13,78,
,19/01/2022,Bengaluru - Silk Board,33.67,95.3,43.56,12.02,5.72,0.55,32.95,82,
,20/01/2022,Bengaluru - Silk Board,69.55,201.6,71.15,17.05,5.87,1.24,28.17,132,
,21/01/2022,Bengaluru - Silk Board,64.82,203.14,75.96,15.2,5.86,1.08,33.62,172,
,22/01/2022,Bengaluru - Silk Board,65.62,202.79,68.7,18.92,5.65,1.12,18.37,188,
,23/01/2022,Bengaluru - Silk Board,35.7,124.09,53.54,21.82,5.65,0.91,18.78,153,
,24/01/2022,Bengaluru - Silk Board,27.38,95.37,55.56,23.41,5.7,0.41,25.65,100,
,25/01/2022,Bengaluru - Silk Board,45.74,137.97,46.63,27.97,5.91,0.33,30.74,125,
,26/01/2022,Bengaluru - Silk Board,33.99,95.65,33.82,22.23,5.72,0.2,24.26,99,
,27/01/2022,Bengaluru - Silk Board,29.71,75.26,33.32,26.13,5.9,0.19,21.94,80,
,28/01/2022,Bengaluru - Silk Board,37.08,115.2,33.55,23.72,5.68,0.29,28.4,96,
,29/01/2022,Bengaluru - Silk Board,42.6,124.92,34.56,19.71,5.93,0.41,27.32,118,
,30/01/2022,Bengaluru - Silk Board,36.82,101.27,32.32,20.33,5.88,0.42,22.15,106,
,31/01/2022,Bengaluru - Silk Board,46.88,130.62,49.29,17.43,5.77,0.68,22.21,93,
Feb/22,01/02/2022,Bengaluru - Silk Board,53.83,128.62,38.88,16.14,5.76,0.49,29.68,131,104.63 
,02/02/2022,Bengaluru - Silk Board,54.08,132.59,45.7,17.06,5.81,0.52,39.94,118,
,03/02/2022,Bengaluru - Silk Board,66.08,153.09,58.65,16.85,5.88,0.83,34.93,120,
,04/02/2022,Bengaluru - Silk Board,46.25,146.27,66.36,16.48,5.74,1.21,32.05,130,
,05/02/2022,Bengaluru - Silk Board,54.85,140.86,45.78,20.71,5.9,0.68,37.66,154,
,06/02/2022,Bengaluru - Silk Board,40.34,86.4,28.51,17.71,5.77,0.35,22.2,101,
,07/02/2022,Bengaluru - Silk Board,38.22,95.88,39.58,14.97,5.69,0.5,30.53,75,
,08/02/2022,Bengaluru - Silk Board,38.25,105.66,36.26,13.73,5.76,0.4,22.94,106,
,09/02/2022,Bengaluru - Silk Board,37.07,99.06,35.28,12.57,5.98,0.37,26.3,99,
,10/02/2022,Bengaluru - Silk Board,31.66,99.16,45.61,9.8,5.82,0.46,35.23,92,
,11/02/2022,Bengaluru - Silk Board,30.87,116.69,48.74,9.74,5.9,0.43,30.86,120,
,12/02/2022,Bengaluru - Silk Board,23,72.54,37.14,10.83,5.79,0.36,27.61,74,
,13/02/2022,Bengaluru - Silk Board,27.74,76.02,36.12,10.9,5.72,0.36,30.02,74,
,14/02/2022,Bengaluru - Silk Board,33.82,94.11,41.89,10.25,5.74,0.42,24.61,81,
,15/02/2022,Bengaluru - Silk Board,42.48,108.74,40.79,10.44,5.69,0.39,24.29,99,
,16/02/2022,Bengaluru - Silk Board,42.17,107.66,42.76,10.26,5.74,0.4,28.04,104,
,17/02/2022,Bengaluru - Silk Board,45.75,112.39,44.86,9.76,5.93,0.39,34.56,108,
,18/02/2022,Bengaluru - Silk Board,33.98,89.38,40.35,9.35,5.78,0.32,38.08,93,
,19/02/2022,Bengaluru - Silk Board,29.97,78.66,36.84,9.14,5.72,0.34,22.04,83,
,20/02/2022,Bengaluru - Silk Board,54.29,151.79,65.16,9.01,5.93,0.83,19,105,
,21/02/2022,Bengaluru - Silk Board,56.49,172.08,76.49,10.24,5.85,1.03,18.68,148,
,22/02/2022,Bengaluru - Silk Board,57.3,129.09,43.17,12.94,6.31,0.49,24.27,146,
,23/02/2022,Bengaluru - Silk Board,25.91,75.66,34.42,10.47,5.62,0.32,24.17,86,
,24/02/2022,Bengaluru - Silk Board,17.83,60.52,31.5,9.35,5.66,0.28,22.67,64,
,25/02/2022,Bengaluru - Silk Board,22.5,65,33.37,10.47,5.64,0.32,22.13,,
Mar/22,02/03/2022,Bengaluru - Silk Board,17.51,89.33,38.93,7.41,6.03,0.44,27.12,,120.04 
,03/03/2022,Bengaluru - Silk Board,41.04,126.88,63.8,12.28,6.11,0.63,38.56,,
,04/03/2022,Bengaluru - Silk Board,32.91,126.67,50.59,11.12,5.9,0.42,32.25,123,
,05/03/2022,Bengaluru - Silk Board,25.93,95.53,48.55,11.85,5.72,0.42,22.53,92,
,06/03/2022,Bengaluru - Silk Board,22.12,85.23,38.39,11.08,5.84,0.37,27.5,92,
,07/03/2022,Bengaluru - Silk Board,21.25,64.53,32.71,10.56,5.82,0.36,29.11,64,
,08/03/2022,Bengaluru - Silk Board,35.8,91.82,31.75,10.85,5.77,0.35,32.62,84,
,09/03/2022,Bengaluru - Silk Board,44.35,104.89,37.09,9.16,5.79,0.41,101.76,176,
,10/03/2022,Bengaluru - Silk Board,48.89,109.38,37.65,8.08,6.22,0.42,69.17,85,
,11/03/2022,Bengaluru - Silk Board,45.79,138.05,39.75,5.23,6.11,0.62,28.85,128,
,12/03/2022,Bengaluru - Silk Board,48.64,145.94,39.28,4.2,6.08,0.56,34.6,128,
,13/03/2022,Bengaluru - Silk Board,50.06,134.03,31.43,3.76,6.53,0.48,31.21,124,
,14/03/2022,Bengaluru - Silk Board,58.59,151.71,28.41,2.04,6.08,0.55,32.21,126,
,15/03/2022,Bengaluru - Silk Board,66,187.87,25.09,2.32,6.36,0.82,31.63,146,
,16/03/2022,Bengaluru - Silk Board,70.04,201.12,13.83,73.49,6.08,0.87,38.18,164,
,17/03/2022,Bengaluru - Silk Board,72.66,203.42,11,20.22,6.13,0.85,28.46,189,
,18/03/2022,Bengaluru - Silk Board,59.29,159,22.16,21.57,5.91,0.75,34.77,144,
,19/03/2022,Bengaluru - Silk Board,50.82,133.31,27.86,17.58,5.65,0.75,44.63,128,
,20/03/2022,Bengaluru - Silk Board,37.45,104.46,27.25,16.92,5.66,0.65,33.84,102,
,21/03/2022,Bengaluru - Silk Board,40.4,110.66,25.45,18.66,5.76,0.72,29.83,109,
,22/03/2022,Bengaluru - Silk Board,44.7,110.85,27.18,19.07,5.68,0.8,41.61,97,
,23/03/2022,Bengaluru - Silk Board,59.05,144.67,31.18,23.2,5.92,0.63,27.52,134,
,24/03/2022,Bengaluru - Silk Board,52.31,118.1,33.67,12.31,5.85,0.5,22.24,112,
,25/03/2022,Bengaluru - Silk Board,43.08,106.29,33.03,12.44,5.71,0.47,30.5,106,
,26/03/2022,Bengaluru - Silk Board,42.38,118.2,32.49,12.15,5.72,0.46,22.46,108,
,27/03/2022,Bengaluru - Silk Board,42.73,136.29,32.31,11.99,5.75,0.48,33.42,128,
,28/03/2022,Bengaluru - Silk Board,53.24,113.48,30.79,12.97,5.87,0.49,47.9,106,
,29/03/2022,Bengaluru - Silk Board,58.84,131.33,30.66,13.84,5.91,0.56,32.6,112,
,30/03/2022,Bengaluru - Silk Board,66.14,151.25,24.22,19.78,5.9,0.76,33.15,126,
,31/03/2022,Bengaluru - Silk Board,60.4,140.03,24.04,20.32,5.82,0.75,34.6,128,
Apr/22,01/04/2022,Bengaluru - Silk Board,69.64,124.57,24.78,18.77,5.75,0.71,42.44,124,104.50 
,02/04/2022,Bengaluru - Silk Board,60.93,115.76,29.52,16.23,5.68,0.54,27.39,128,
,03/04/2022,Bengaluru - Silk Board,48.74,98.75,32.75,11.02,5.73,0.38,27.78,108,
,04/04/2022,Bengaluru - Silk Board,47.45,105.05,34.36,10.13,6.02,0.35,37.91,97,
,05/04/2022,Bengaluru - Silk Board,46.08,101.95,32.59,11.19,6.22,0.37,33.09,100,
,06/04/2022,Bengaluru - Silk Board,53.84,119.85,32.12,12.63,6.53,0.4,34.61,111,
,07/04/2022,Bengaluru - Silk Board,58.87,123.38,32.28,12.31,6.31,0.49,36.84,113,
,08/04/2022,Bengaluru - Silk Board,35.12,88.36,35.01,9.11,6.01,0.38,43.86,,
,09/04/2022,Bengaluru - Silk Board,32.36,94.34,33.32,10.02,6.2,0.33,39.48,88,
,10/04/2022,Bengaluru - Silk Board,32.33,81.17,27.95,13.48,5.85,0.45,39.4,76,
,11/04/2022,Bengaluru - Silk Board,31,84.84,32.46,10.79,5.75,0.34,37.9,79,
,12/04/2022,Bengaluru - Silk Board,21.37,69.08,32.07,10.23,5.77,0.32,33.51,78,
,13/04/2022,Bengaluru - Silk Board,12.8,71.6,27.85,12.83,5.96,0.41,30.6,,
,14/04/2022,Bengaluru - Silk Board,29.8,76.63,25.81,16.75,5.72,0.51,34.73,,
,15/04/2022,Bengaluru - Silk Board,31.46,79.04,13.84,26.6,5.55,0.65,37.09,,
,16/04/2022,Bengaluru - Silk Board,49.67,122.11,22.16,24.02,5.61,0.68,39.15,118,
,17/04/2022,Bengaluru - Silk Board,68.33,111.33,28,18.31,5.65,0.62,39.75,,
,18/04/2022,Bengaluru - Silk Board,41.98,93.81,21.81,25.35,5.62,0.75,25.77,97,
,19/04/2022,Bengaluru - Silk Board,47.51,119.9,26,23.3,5.72,0.72,26.95,96,
,20/04/2022,Bengaluru - Silk Board,59.46,125.01,31.37,18.34,5.69,0.52,30.26,118,
,21/04/2022,Bengaluru - Silk Board,61.86,125.86,35.64,11.36,5.88,0.35,34.96,143,
,22/04/2022,Bengaluru - Silk Board,54.96,101.71,17.36,11.92,6.12,0.32,35.34,128,
,23/04/2022,Bengaluru - Silk Board,45.06,74.81,20.07,11.33,6.27,0.28,31.92,79,
May/22,02/05/2022,Bengaluru - Silk Board,51.55,143.18,11.22,27.19,5.72,0.41,35.82,,105.14 
,03/05/2022,Bengaluru - Silk Board,37.43,109.26,26.61,20.49,5.61,0.26,31.53,122,
,04/05/2022,Bengaluru - Silk Board,37,100.13,33.14,17.39,5.65,0.34,37.28,92,
,05/05/2022,Bengaluru - Silk Board,47.68,93.86,33.94,14.32,5.65,0.44,30.46,86,
,06/05/2022,Bengaluru - Silk Board,51.3,102.41,29.89,17.46,5.55,0.47,25.27,125,
,07/05/2022,Bengaluru - Silk Board,63.41,140.11,24.44,16.76,5.54,0.49,27.98,119,
,08/05/2022,Bengaluru - Silk Board,53.54,124.34,27.51,12.89,5.57,0.37,33.73,117,
,09/05/2022,Bengaluru - Silk Board,68.73,144.42,28.7,11.99,5.56,0.35,34.21,109,
,10/05/2022,Bengaluru - Silk Board,51.35,99.9,20.61,15.71,5.76,0.43,18.06,124,
,11/05/2022,Bengaluru - Silk Board,37.4,118.92,23.02,13.61,5.66,0.29,18.52,,
,12/05/2022,Bengaluru - Silk Board,36.68,60.69,18.54,12.94,5.65,0.29,18.16,64,
,13/05/2022,Bengaluru - Silk Board,26.14,99.1,14.87,12.36,5.45,0.32,19.08,82,
,14/05/2022,Bengaluru - Silk Board,30.24,140.78,15.27,16.92,5.63,0.39,19.67,125,
,15/05/2022,Bengaluru - Silk Board,31,136.78,17.79,13.89,5.55,0.37,19.57,92,
,16/05/2022,Bengaluru - Silk Board,25.24,118.3,13.76,15.25,5.5,0.33,19.59,146,
,17/05/2022,Bengaluru - Silk Board,27.85,85.62,16.94,13.18,5.46,0.43,23.71,69,
,18/05/2022,Bengaluru - Silk Board,6,8,26.3,3,5.5,0.51,27.33,,
Jun/22,03/06/2022,Bengaluru - Silk Board,28.11,111.41,16.16,15.09,5.99,1.03,26.9,,85.42 
,04/06/2022,Bengaluru - Silk Board,28.79,114.2,19.08,14.39,5.72,0.95,28.31,99,
,05/06/2022,Bengaluru - Silk Board,29.57,132.66,20.44,11.67,5.59,1.14,27.3,119,
,06/06/2022,Bengaluru - Silk Board,22.46,127.74,24.19,13.53,5.56,1.02,27.54,59,
,07/06/2022,Bengaluru - Silk Board,30.35,150.7,19.56,16.79,5.9,0.79,25.93,107,
,08/06/2022,Bengaluru - Silk Board,23.11,166.7,14.03,20.41,5.93,0.98,27.65,,
,09/06/2022,Bengaluru - Silk Board,20.45,138.2,16.65,18.23,5.87,0.64,27.44,127,
,10/06/2022,Bengaluru - Silk Board,18.98,133.94,17.12,18.84,5.85,0.46,27.46,116,
,11/06/2022,Bengaluru - Silk Board,18.4,115.18,16.16,17.49,5.88,0.43,28.61,119,
,12/06/2022,Bengaluru - Silk Board,10.98,78.71,21.22,14.03,5.81,0.4,31.47,88,
,13/06/2022,Bengaluru - Silk Board,15,78.16,15.91,17.46,5.94,0.42,33.31,76,
,14/06/2022,Bengaluru - Silk Board,15.23,72.89,18,16.9,5.77,0.41,28.19,75,
,15/06/2022,Bengaluru - Silk Board,18.55,70.56,13.33,18.81,5.89,0.49,26.55,58,
,16/06/2022,Bengaluru - Silk Board,18.79,88.44,16.95,17.59,5.72,0.44,29.26,90,
,17/06/2022,Bengaluru - Silk Board,14.78,52.07,29.51,10.69,5.72,0.58,28.96,61,
,18/06/2022,Bengaluru - Silk Board,16.32,56.3,19.73,15.16,5.94,0.53,19.65,56,
,19/06/2022,Bengaluru - Silk Board,11.16,76.35,21.02,13.77,5.83,0.42,19.01,74,
,20/06/2022,Bengaluru - Silk Board,15.4,60.76,19.72,14.72,5.74,0.51,20.09,52,
,21/06/2022,Bengaluru - Silk Board,12.59,63.61,18.27,16.41,5.6,0.28,20.25,66,
,22/06/2022,Bengaluru - Silk Board,14.12,72.59,17.14,16.31,5.67,0.77,23.37,66,
,23/06/2022,Bengaluru - Silk Board,15.03,88.23,13.23,18.87,5.6,0.76,19.67,83,
,24/06/2022,Bengaluru - Silk Board,12.94,89.05,13.72,18.5,5.71,0.67,19.76,86,
,25/06/2022,Bengaluru - Silk Board,17.22,107.34,12.13,19.82,5.62,0.82,19.77,93,
,26/06/2022,Bengaluru - Silk Board,17.78,103.44,15.95,17,5.58,0.6,19.82,102,
,27/06/2022,Bengaluru - Silk Board,17.7,96.2,12.78,19.18,5.65,0.73,19.81,90,
,28/06/2022,Bengaluru - Silk Board,16.55,94.66,10.08,20.8,5.58,0.72,19.85,95,
,29/06/2022,Bengaluru - Silk Board,12.25,71.83,11.8,20.76,5.52,0.87,23.24,80,
,30/06/2022,Bengaluru - Silk Board,13.46,78.28,9.25,19.81,5.57,0.78,29.37,84,
Jul/22,01/07/2022,Bengaluru - Silk Board,19.3,115.85,9.07,20.68,5.69,0.85,23.61,79,84.59 
,02/07/2022,Bengaluru - Silk Board,23.96,134.26,10.13,20.43,5.56,0.96,25.51,115,
,03/07/2022,Bengaluru - Silk Board,13.92,88.73,13.18,16.77,5.58,0.6,24.25,109,
,04/07/2022,Bengaluru - Silk Board,13.18,71.34,15,18,5.55,0.73,24.16,69,
,05/07/2022,Bengaluru - Silk Board,13.76,70.87,14.16,19.43,5.52,0.74,23.99,67,
,06/07/2022,Bengaluru - Silk Board,19,99.9,11.86,21.48,5.84,0.9,23.91,,
,07/07/2022,Bengaluru - Silk Board,14.43,72.95,12.94,20.25,5.64,0.89,23.19,,
,08/07/2022,Bengaluru - Silk Board,17.19,87.25,13.18,20.59,5.7,0.91,23.86,84,
,09/07/2022,Bengaluru - Silk Board,15.96,49.22,15.6,19.01,5.6,0.96,23.07,65,
,10/07/2022,Bengaluru - Silk Board,10.03,47.19,24.44,12.68,5.53,0.67,23.71,38,
,11/07/2022,Bengaluru - Silk Board,11.68,47.92,23.48,14.93,5.46,0.8,23.78,55,
,12/07/2022,Bengaluru - Silk Board,17.11,98.92,21.36,16.33,5.51,0.68,23.97,64,
,13/07/2022,Bengaluru - Silk Board,13.84,76.82,19.91,17.54,5.56,0.74,23.59,86,
,14/07/2022,Bengaluru - Silk Board,13.25,46.34,19.1,18.18,5.3,0.77,23.54,66,
,15/07/2022,Bengaluru - Silk Board,15.72,88.04,20.45,17.22,5.63,0.79,23.24,58,
,16/07/2022,Bengaluru - Silk Board,13.41,84.94,24.04,14.01,5.57,0.87,22.58,103,
,17/07/2022,Bengaluru - Silk Board,13.61,88.09,26.35,11.82,5.51,0.69,22.52,71,
,18/07/2022,Bengaluru - Silk Board,16.36,69.2,26.25,12.23,5.62,0.86,22.45,72,
,19/07/2022,Bengaluru - Silk Board,21.64,130.19,24.39,13.49,5.59,0.94,22.67,99,
,20/07/2022,Bengaluru - Silk Board,26.55,140.51,24.03,13.81,5.52,1.09,23.28,121,
,21/07/2022,Bengaluru - Silk Board,24.91,126.07,23.88,14.14,5.54,1.18,22.74,112,
,22/07/2022,Bengaluru - Silk Board,25.15,146.57,24.26,14.1,5.67,1.08,22.14,130,
,23/07/2022,Bengaluru - Silk Board,20.68,114.81,26.28,12.51,5.6,0.95,21.7,130,
,24/07/2022,Bengaluru - Silk Board,16.29,94.97,29.11,10.22,5.52,0.74,21.78,89,
,25/07/2022,Bengaluru - Silk Board,20.29,108.79,27.76,11.5,5.55,0.98,23.14,93,
,26/07/2022,Bengaluru - Silk Board,20.68,102.81,27.85,11.6,5.46,0.99,27.29,102,
,27/07/2022,Bengaluru - Silk Board,21.81,65.53,30.98,9.03,5.55,0.73,29.03,79,
